, sample_no, plate_id, Eta.V_ave, Ni.PM.Loading, Fe.PM.Loading, Co.PM.Loading, Ta.PM.Loading, Mn.PM.Loading, Cu.PM.Loading
1039, 1057, 3851, 0.42766, 0.2, 0, 0.3, 0, 0.4, 0.1
1040, 1058, 3851, 0.429574, 0, 0.2, 0.3, 0, 0.1, 0.4
1041, 1059, 3851, 0.482088, 0, 0.2, 0, 0.7, 0.1, 0
1042, 1060, 3851, 0.428062, 0.3, 0, 0.3, 0, 0, 0.4
1043, 1061, 3851, 0.458921, 0.1, 0, 0.2, 0.2, 0, 0.5
1044, 1062, 3851, 0.440247, 0, 0, 0.1, 0.8, 0.1, 0
1045, 1063, 3851, 0.408024, 0, 0.7, 0.1, 0, 0.1, 0.1
1046, 1064, 3851, 0.416569, 0.1, 0, 0.7, 0, 0.2, 0
1047, 1065, 3851, 0.431, 0.8, 0, 0.1, 0.1, 0, 0
1048, 1066, 3851, 0.402563, 0.3, 0.4, 0, 0.3, 0, 0
1049, 1067, 3851, 0.443053, 0, 0.1, 0.2, 0.6, 0.1, 0
1050, 1068, 3851, 0.460432, 0.1, 0, 0, 0.5, 0.2, 0.2
1051, 1069, 3851, 0.411848, 0.5, 0, 0.3, 0.1, 0.1, 0
1052, 1070, 3851, 0.408491, 0, 0.1, 0.6, 0.2, 0, 0.1
1053, 1071, 3851, 0.446883, 0.1, 0, 0.3, 0.3, 0, 0.3
1054, 1072, 3851, 0.381334, 0.4, 0.3, 0.2, 0, 0, 0.1
1055, 1073, 3851, 0.419386, 0.3, 0, 0.5, 0, 0.2, 0
1056, 1074, 3851, 0.408498, 0, 0.6, 0.1, 0, 0, 0.3
1057, 1075, 3851, 0.415412, 0.4, 0, 0, 0, 0, 0.6
1058, 1076, 3851, 0.445286, 0, 0.2, 0, 0, 0.7, 0.1
1059, 1077, 3851, 0.412037, 0.5, 0.1, 0.2, 0, 0.2, 0
1060, 1078, 3851, 0.430668, 0, 0, 0.2, 0.1, 0.3, 0.4
1061, 1079, 3851, 0.418968, 0, 0.2, 0.1, 0, 0.4, 0.3
1062, 1080, 3851, 0.40872, 0.1, 0, 0.8, 0.1, 0, 0
1063, 1081, 3851, 0.374693, 0.8, 0.1, 0.1, 0, 0, 0
1064, 1082, 3851, 0.403767, 0.2, 0.3, 0.4, 0, 0.1, 0
1065, 1083, 3851, 0.439081, 0.1, 0, 0, 0, 0.8, 0.1
1066, 1084, 3851, 0.461004, 0, 0, 0, 0, 0.4, 0.6
1067, 1085, 3851, 0.421109, 0.1, 0.4, 0.1, 0, 0.4, 0
1068, 1086, 3851, 0.417157, 0.1, 0, 0.2, 0.5, 0, 0.2
1069, 1087, 3851, 0.439754, 0, 0.3, 0.2, 0.2, 0, 0.3
1070, 1088, 3851, 0.41894, 0.1, 0.4, 0, 0.4, 0.1, 0
1071, 1090, 3851, 0.412642, 0, 0.3, 0.1, 0, 0, 0.6
1072, 1091, 3851, 0.420788, 0.2, 0.1, 0, 0, 0.3, 0.4
1073, 1092, 3851, 0.415115, 0.2, 0.2, 0, 0.5, 0.1, 0
1074, 1093, 3851, 0.428374, 0, 0.2, 0, 0.5, 0.1, 0.2
1075, 1094, 3851, 0.419089, 0, 0, 0.4, 0.1, 0.5, 0
1076, 1095, 3851, 0.446032, 0.5, 0, 0, 0.2, 0.1, 0.2
1077, 1096, 3851, 0.429677, 0.2, 0, 0, 0.2, 0.5, 0.1
1078, 1097, 3851, 0.391256, 0.2, 0.3, 0, 0, 0.5, 0
1079, 1098, 3851, 0.399232, 0, 0.1, 0.5, 0, 0.1, 0.3
1080, 1099, 3851, 0.39532, 0.3, 0.2, 0, 0.3, 0.2, 0
1081, 1100, 3851, 0.399834, 0.6, 0, 0.3, 0.1, 0, 0
1082, 1101, 3851, 0.396706, 0.2, 0.4, 0.1, 0.3, 0, 0
1083, 1102, 3851, 0.412029, 0.4, 0, 0.2, 0.3, 0, 0.1
1084, 1103, 3851, 0.417908, 0.5, 0, 0.4, 0, 0, 0.1
1085, 1104, 3851, 0.437033, 0.2, 0, 0.1, 0.5, 0.2, 0
1086, 1105, 3851, 0.465964, 0, 0.2, 0, 0.6, 0.1, 0.1
1087, 1106, 3851, 0.428022, 0.1, 0.2, 0.1, 0.6, 0, 0
1088, 1107, 3851, 0.418385, 0, 0.2, 0.2, 0.5, 0, 0.1
1089, 1108, 3851, 0.420326, 0.2, 0.2, 0, 0.3, 0, 0.3
1090, 1109, 3851, 0.44303, 0, 0, 0.1, 0.3, 0.3, 0.3
1091, 1110, 3851, 0.450214, 0.3, 0, 0, 0.1, 0.5, 0.1
1092, 1111, 3851, 0.447714, 0, 0.3, 0, 0.2, 0.3, 0.2
1093, 1112, 3851, 0.419653, 0.4, 0, 0.1, 0.4, 0, 0.1
1094, 1113, 3851, 0.435111, 0, 0, 0, 0.6, 0.3, 0.1
1095, 1114, 3851, 0.407337, 0.1, 0, 0, 0.1, 0.8, 0
1096, 1115, 3851, 0.42663, 0.2, 0, 0.2, 0, 0.5, 0.1
1097, 1116, 3851, 0.483088, 0, 0.2, 0, 0.3, 0, 0.5
1098, 1117, 3851, 0.387406, 0.5, 0.4, 0, 0, 0, 0.1
1099, 1118, 3851, 0.423623, 0.1, 0.1, 0, 0, 0.2, 0.6
1100, 1119, 3851, 0.41147, 0, 0.4, 0.4, 0.1, 0.1, 0
1101, 1120, 3851, 0.413244, 0.1, 0.2, 0, 0, 0.4, 0.3
1102, 1121, 3851, 0.402919, 0.3, 0, 0, 0.6, 0, 0.1
1103, 1122, 3851, 0.408852, 0.2, 0.4, 0, 0.1, 0, 0.3
1104, 1123, 3851, 0.430863, 0, 0.1, 0.1, 0.4, 0.4, 0
1105, 1124, 3851, 0.418231, 0.1, 0, 0.1, 0.7, 0.1, 0
1106, 1125, 3851, 0.398447, 0.5, 0.1, 0.3, 0, 0, 0.1
1107, 1126, 3851, 0.413202, 0, 0.3, 0, 0, 0.1, 0.6
1108, 1127, 3851, 0.408065, 0, 0.2, 0.1, 0.6, 0, 0.1
1109, 1128, 3851, 0.408429, 0.1, 0.3, 0, 0.5, 0.1, 0
1110, 1129, 3851, 0.398555, 0.5, 0.1, 0, 0.2, 0, 0.2
1111, 1130, 3851, 0.409108, 0.4, 0, 0, 0.4, 0.2, 0
1112, 1131, 3851, 0.422236, 0, 0.6, 0, 0.1, 0.1, 0.2
1113, 1132, 3851, 0.421861, 0, 0, 0.2, 0.1, 0.4, 0.3
1114, 1133, 3851, 0.424644, 0, 0.1, 0.5, 0, 0.2, 0.2
1115, 1134, 3851, 0.403461, 0, 0.4, 0, 0.5, 0, 0.1
1116, 1135, 3851, 0.395999, 0.3, 0.2, 0, 0.1, 0, 0.4
1117, 1136, 3851, 0.385093, 0.3, 0, 0.3, 0.1, 0.3, 0
1118, 1137, 3851, 0.400299, 0, 0, 0.5, 0.5, 0, 0
1119, 1138, 3851, 0.395774, 0, 0.4, 0.2, 0, 0.4, 0
1120, 1139, 3851, 0.375206, 0.2, 0.5, 0, 0, 0, 0.3
1121, 1140, 3851, 0.397336, 0, 0.1, 0.7, 0.1, 0, 0.1
1122, 1141, 3851, 0.403078, 0, 0.5, 0, 0.3, 0, 0.2
1123, 1142, 3851, 0.391372, 0.2, 0.1, 0.1, 0, 0, 0.6
1124, 1143, 3851, 0.393801, 0.1, 0.7, 0, 0, 0, 0.2
1125, 1144, 3851, 0.374771, 0.3, 0.3, 0, 0, 0, 0.4
1126, 1145, 3851, 0.39083, 0, 0, 0, 0.3, 0.2, 0.5
1127, 1146, 3851, 0.390571, 0, 0.5, 0.3, 0, 0.2, 0
1128, 1147, 3851, 0.413062, 0.3, 0.2, 0, 0, 0.2, 0.3
1129, 1148, 3851, 0.437369, 0.3, 0.1, 0, 0.3, 0, 0.3
1130, 1149, 3851, 0.417086, 0, 0.6, 0, 0.3, 0, 0.1
1131, 1150, 3851, 0.430429, 0.1, 0.1, 0, 0.8, 0, 0
1132, 1151, 3851, 0.393626, 0.2, 0.3, 0.2, 0.3, 0, 0
1133, 1152, 3851, 0.399457, 0.1, 0.5, 0.1, 0.3, 0, 0
1134, 1154, 3851, 0.457894, 0, 0.1, 0, 0.3, 0.6, 0
1135, 1155, 3851, 0.45903, 0, 0.3, 0, 0.1, 0.1, 0.5
1136, 1156, 3851, 0.419567, 0.2, 0, 0.5, 0.1, 0.2, 0
1137, 1157, 3851, 0.475879, 0.2, 0, 0, 0.3, 0.1, 0.4
1138, 1158, 3851, 0.44852, 0.3, 0, 0, 0, 0, 0.7
1139, 1159, 3851, 0.440023, 0.3, 0, 0.1, 0.5, 0.1, 0
1140, 1160, 3851, 0.430551, 0.2, 0.4, 0, 0, 0.4, 0
1141, 1161, 3851, 0.405912, 0.2, 0.1, 0.4, 0.3, 0, 0
1142, 1162, 3851, 0.43218, 0.1, 0.5, 0, 0, 0.3, 0.1
1143, 1163, 3851, 0.436273, 0.3, 0, 0, 0, 0.5, 0.2
1144, 1164, 3851, 0.411683, 0, 0.5, 0.4, 0, 0, 0.1
1145, 1165, 3851, 0.439859, 0.3, 0, 0, 0, 0.4, 0.3
1146, 1166, 3851, 0.478239, 0.1, 0, 0, 0.7, 0.2, 0
1147, 1167, 3851, 0.431567, 0.6, 0, 0.3, 0, 0, 0.1
1148, 1168, 3851, 0.435261, 0.2, 0, 0.1, 0.3, 0.4, 0
1149, 1169, 3851, 0.441856, 0, 0, 0.4, 0.3, 0.3, 0
1150, 1170, 3851, 0.424716, 0, 0.3, 0.3, 0.3, 0, 0.1
1151, 1171, 3851, 0.407124, 0.3, 0.3, 0, 0.4, 0, 0
1152, 1172, 3851, 0.435076, 0.1, 0, 0.2, 0.6, 0.1, 0
1153, 1173, 3851, 0.422245, 0, 0.1, 0.4, 0.1, 0.4, 0
1154, 1174, 3851, 0.443935, 0.4, 0, 0, 0.3, 0.3, 0
1155, 1175, 3851, 0.423677, 0.1, 0.8, 0, 0.1, 0, 0
1156, 1176, 3851, 0.432214, 0.2, 0, 0.1, 0.4, 0.3, 0
1157, 1177, 3851, 0.483843, 0.4, 0, 0, 0, 0.1, 0.5
1158, 1178, 3851, 0.415286, 0.6, 0.1, 0, 0.1, 0, 0.2
1159, 1179, 3851, 0.404365, 0.4, 0.4, 0.1, 0, 0.1, 0
1160, 1180, 3851, 0.428888, 0.3, 0.2, 0, 0, 0.5, 0
1161, 1181, 3851, 0.430088, 0.2, 0, 0.1, 0.2, 0.5, 0
1162, 1182, 3851, 0.438339, 0.6, 0, 0, 0, 0.4, 0
1163, 1183, 3851, 0.414946, 0, 0.5, 0.4, 0.1, 0, 0
1164, 1184, 3851, 0.467691, 0.1, 0, 0, 0.9, 0, 0
1165, 1185, 3851, 0.410361, 0.2, 0.2, 0.1, 0, 0, 0.5
1166, 1186, 3851, 0.442097, 0, 0, 0.3, 0.3, 0.2, 0.2
1167, 1187, 3851, 0.464586, 0, 0, 0.1, 0.1, 0.3, 0.5
1168, 1188, 3851, 0.416627, 0, 0, 0.6, 0, 0.4, 0
1169, 1189, 3851, 0.432182, 0, 0.3, 0.1, 0.5, 0.1, 0
1170, 1190, 3851, 0.432871, 0.4, 0, 0.2, 0, 0.3, 0.1
1171, 1191, 3851, 0.428037, 0.1, 0.1, 0.4, 0.4, 0, 0
1172, 1192, 3851, 0.452231, 0, 0.1, 0, 0.2, 0.4, 0.3
1173, 1193, 3851, 0.447932, 0.3, 0.1, 0, 0, 0.2, 0.4
1174, 1194, 3851, 0.41243, 0, 0.1, 0.3, 0, 0, 0.6
1175, 1195, 3851, 0.409042, 0.2, 0.4, 0.3, 0.1, 0, 0
1176, 1196, 3851, 0.432133, 0, 0.5, 0.2, 0.1, 0, 0.2
1177, 1197, 3851, 0.430053, 0, 0, 0.5, 0, 0.1, 0.4
1178, 1198, 3851, 0.441979, 0.2, 0, 0.3, 0, 0, 0.5
1179, 1199, 3851, 0.410251, 0.1, 0.2, 0.3, 0, 0, 0.4
1180, 1200, 3851, 0.447067, 0, 0, 0, 0.3, 0.6, 0.1
1181, 1201, 3851, 0.422372, 0.1, 0.1, 0.7, 0.1, 0, 0
1182, 1202, 3851, 0.448355, 0.1, 0, 0, 0.5, 0.1, 0.3
1183, 1203, 3851, 0.406338, 0.2, 0.1, 0, 0.3, 0, 0.4
1184, 1204, 3851, 0.419909, 0, 0, 0.1, 0.1, 0.6, 0.2
1185, 1205, 3851, 0.417648, 0.1, 0.6, 0, 0.3, 0, 0
1186, 1206, 3851, 0.414637, 0.1, 0, 0.3, 0, 0.1, 0.5
1187, 1207, 3851, 0.425825, 0, 0, 0, 0.5, 0.1, 0.4
1188, 1208, 3851, 0.413512, 0, 0.5, 0, 0.3, 0.1, 0.1
1189, 1209, 3851, 0.458248, 0.3, 0, 0, 0.3, 0.2, 0.2
1190, 1210, 3851, 0.435355, 0, 0, 0, 0.1, 0.8, 0.1
1191, 1211, 3851, 0.423101, 0.2, 0, 0.5, 0.2, 0.1, 0
1192, 1212, 3851, 0.438037, 0, 0, 0.1, 0.1, 0.5, 0.3
1193, 1213, 3851, 0.413291, 0.1, 0.4, 0.3, 0, 0, 0.2
1194, 1214, 3851, 0.411293, 0.2, 0.1, 0.5, 0, 0, 0.2
1195, 1215, 3851, 0.393362, 0.1, 0.1, 0.5, 0, 0.3, 0
1196, 1216, 3851, 0.395553, 0.1, 0.3, 0.3, 0.3, 0, 0
1197, 1218, 3851, 0.407053, 0.3, 0.2, 0.3, 0, 0, 0.2
1198, 1219, 3851, 0.43273, 0.1, 0.3, 0, 0, 0.4, 0.2
1199, 1220, 3851, 0.417072, 0, 0, 0.4, 0, 0.1, 0.5
1200, 1221, 3851, 0.398576, 0.4, 0.2, 0, 0, 0, 0.4
1201, 1222, 3851, 0.420024, 0, 0, 0.2, 0.4, 0.4, 0
1202, 1223, 3851, 0.418097, 0, 0.2, 0, 0.1, 0.7, 0
1203, 1224, 3851, 0.414214, 0.9, 0, 0, 0, 0.1, 0
1204, 1225, 3851, 0.409171, 0, 0, 0.2, 0.5, 0.2, 0.1
1205, 1226, 3851, 0.421239, 0, 0, 0, 0.4, 0.3, 0.3
1206, 1227, 3851, 0.43478, 0.2, 0, 0.1, 0, 0.6, 0.1
1207, 1228, 3851, 0.423376, 0.1, 0, 0, 0.3, 0.5, 0.1
1208, 1229, 3851, 0.433248, 0, 0.1, 0.2, 0.2, 0, 0.5
1209, 1230, 3851, 0.476568, 0, 0, 0, 0.9, 0, 0.1
1210, 1231, 3851, 0.443476, 0, 0, 0, 0.7, 0.2, 0.1
1211, 1232, 3851, 0.409337, 0.2, 0.4, 0.3, 0, 0, 0.1
1212, 1233, 3851, 0.408048, 0.1, 0.7, 0.2, 0, 0, 0
1213, 1234, 3851, 0.40842, 0, 0.3, 0.4, 0, 0.1, 0.2
1214, 1235, 3851, 0.389967, 0.5, 0.3, 0, 0, 0.2, 0
1215, 1236, 3851, 0.411572, 0, 0.1, 0.2, 0, 0.5, 0.2
1216, 1237, 3851, 0.411386, 0.3, 0.2, 0, 0.5, 0, 0
1217, 1238, 3851, 0.406141, 0.3, 0, 0.2, 0.2, 0.3, 0
1218, 1239, 3851, 0.394698, 0.2, 0.4, 0.1, 0, 0, 0.3
1219, 1240, 3851, 0.412692, 0, 0, 0.7, 0, 0, 0.3
1220, 1241, 3851, 0.402462, 0.1, 0, 0.2, 0, 0.5, 0.2
1221, 1242, 3851, 0.410269, 0.3, 0, 0.1, 0.4, 0.2, 0
1222, 1243, 3851, 0.421626, 0.2, 0.3, 0, 0.2, 0, 0.3
1223, 1244, 3851, 0.393085, 0.3, 0, 0.5, 0.2, 0, 0
1224, 1245, 3851, 0.396536, 0.2, 0.3, 0.2, 0, 0.3, 0
1225, 1246, 3851, 0.41869, 0.1, 0.2, 0.1, 0, 0.6, 0
1226, 1247, 3851, 0.403393, 0.1, 0.1, 0.4, 0, 0, 0.4
1227, 1248, 3851, 0.422303, 0.1, 0.1, 0, 0.2, 0, 0.6
1228, 1249, 3851, 0.381674, 0.3, 0.5, 0, 0, 0, 0.2
1229, 1250, 3851, 0.416958, 0.4, 0, 0.1, 0.2, 0, 0.3
1230, 1251, 3851, 0.400784, 0.5, 0.1, 0, 0.2, 0.2, 0
1231, 1252, 3851, 0.425995, 0, 0.1, 0.3, 0, 0.5, 0.1
1232, 1253, 3851, 0.443058, 0, 0.1, 0, 0.7, 0.2, 0
1233, 1254, 3851, 0.416076, 0.1, 0, 0.1, 0.8, 0, 0
1234, 1255, 3851, 0.403878, 0.1, 0.3, 0.4, 0, 0, 0.2
1235, 1256, 3851, 0.408538, 0, 0.2, 0.2, 0, 0.5, 0.1
1236, 1257, 3851, 0.40455, 0.1, 0.2, 0.6, 0, 0.1, 0
1237, 1258, 3851, 0.40807, 0.4, 0, 0.3, 0.2, 0, 0.1
1238, 1259, 3851, 0.394994, 0.2, 0, 0, 0, 0.7, 0.1
1239, 1260, 3851, 0.439984, 0, 0, 0.4, 0.2, 0.1, 0.3
1240, 1261, 3851, 0.423529, 0.1, 0, 0, 0.5, 0.3, 0.1
1241, 1262, 3851, 0.415834, 0.3, 0, 0.5, 0, 0.1, 0.1
1242, 1263, 3851, 0.419113, 0.2, 0, 0.3, 0.3, 0, 0.2
1243, 1264, 3851, 0.421577, 0, 0.3, 0.3, 0, 0.1, 0.3
1244, 1265, 3851, 0.410894, 0.1, 0.2, 0.3, 0.4, 0, 0
1245, 1266, 3851, 0.429439, 0, 0.1, 0.2, 0.4, 0, 0.3
1246, 1267, 3851, 0.430946, 0.5, 0, 0.1, 0, 0.3, 0.1
1247, 1268, 3851, 0.415456, 0, 0.1, 0.4, 0.1, 0, 0.4
1248, 1269, 3851, 0.405217, 0.2, 0.2, 0, 0.5, 0, 0.1
1249, 1270, 3851, 0.430548, 0.1, 0, 0.3, 0, 0.2, 0.4
1250, 1271, 3851, 0.426583, 0, 0.3, 0, 0, 0.4, 0.3
1251, 1272, 3851, 0.42468, 0, 0.7, 0.1, 0.2, 0, 0
1252, 1273, 3851, 0.435978, 0.2, 0, 0.4, 0.1, 0, 0.3
1253, 1274, 3851, 0.446667, 0, 0, 0.1, 0.2, 0.5, 0.2
1254, 1275, 3851, 0.402008, 0.1, 0.6, 0.1, 0, 0.2, 0
1255, 1276, 3851, 0.43509, 0, 0.4, 0, 0, 0.3, 0.3
1256, 1277, 3851, 0.39024, 0.4, 0.2, 0, 0.3, 0, 0.1
1257, 1278, 3851, 0.398105, 0.1, 0, 0.3, 0, 0.6, 0
1258, 1279, 3851, 0.388833, 0.5, 0.1, 0.2, 0.2, 0, 0
1259, 1280, 3851, 0.420947, 0.2, 0, 0.1, 0.5, 0, 0.2
1260, 1282, 3851, 0.431495, 0.4, 0, 0.3, 0.1, 0, 0.2
1261, 1283, 3851, 0.430164, 0.7, 0, 0.1, 0.1, 0, 0.1
1262, 1284, 3851, 0.422929, 0.2, 0, 0.2, 0.1, 0.5, 0
1263, 1285, 3851, 0.414246, 0, 0.4, 0.3, 0.2, 0.1, 0
1264, 1286, 3851, 0.458646, 0.5, 0, 0, 0.1, 0.2, 0.2
1265, 1287, 3851, 0.420177, 0, 0.5, 0.1, 0, 0, 0.4
1266, 1288, 3851, 0.446343, 0.3, 0.1, 0, 0, 0.4, 0.2
1267, 1289, 3851, 0.454919, 0.1, 0.2, 0, 0.6, 0, 0.1
1268, 1290, 3851, 0.428897, 0.3, 0, 0.3, 0.2, 0.2, 0
1269, 1291, 3851, 0.461032, 0.1, 0, 0, 0.1, 0.5, 0.3
1270, 1292, 3851, 0.422032, 0.1, 0.5, 0.3, 0, 0, 0.1
1271, 1293, 3851, 0.437215, 0, 0.5, 0, 0, 0.1, 0.4
1272, 1294, 3851, 0.474715, 0.2, 0, 0, 0.7, 0.1, 0
1273, 1295, 3851, 0.421638, 0, 0.4, 0, 0, 0, 0.6
1274, 1296, 3851, 0.419067, 0.1, 0, 0.3, 0.4, 0.2, 0
1275, 1297, 3851, 0.448056, 0, 0.4, 0, 0.6, 0, 0
1276, 1298, 3851, 0.432058, 0, 0.4, 0.1, 0.4, 0, 0.1
1277, 1299, 3851, 0.401603, 0.3, 0.2, 0.1, 0, 0, 0.4
1278, 1300, 3851, 0.411371, 0.2, 0, 0.4, 0.1, 0.3, 0
1279, 1301, 3851, 0.428029, 0, 0.2, 0.2, 0, 0.3, 0.3
1280, 1302, 3851, 0.42198, 0, 0.2, 0.1, 0, 0.5, 0.2
1281, 1303, 3851, 0.428214, 0.3, 0.1, 0, 0, 0.5, 0.1
1282, 1304, 3851, 0.424283, 0.2, 0.2, 0, 0.1, 0, 0.5
1283, 1305, 3851, 0.398848, 0.3, 0.5, 0, 0.2, 0, 0
1284, 1306, 3851, 0.396883, 0.4, 0.3, 0.1, 0.2, 0, 0
1285, 1307, 3851, 0.448395, 0.4, 0, 0, 0.3, 0, 0.3
1286, 1308, 3851, 0.417605, 0.1, 0.4, 0.3, 0.2, 0, 0
1287, 1309, 3851, 0.442248, 0.7, 0, 0, 0, 0.1, 0.2
1288, 1310, 3851, 0.427883, 0, 0, 0.4, 0.1, 0.4, 0.1
1289, 1311, 3851, 0.442538, 0.2, 0.1, 0, 0.2, 0.5, 0
1290, 1312, 3851, 0.405062, 0.4, 0.4, 0, 0.1, 0, 0.1
1291, 1313, 3851, 0.397902, 0.1, 0.4, 0, 0, 0, 0.5
1292, 1314, 3851, 0.447498, 0.4, 0, 0.1, 0, 0.2, 0.3
1293, 1315, 3851, 0.466877, 0.1, 0, 0, 0.1, 0.1, 0.7
1294, 1316, 3851, 0.440883, 0.1, 0, 0, 0, 0.9, 0
1295, 1317, 3851, 0.448261, 0, 0, 0.3, 0.2, 0, 0.5
1296, 1318, 3851, 0.408736, 0, 0.2, 0.6, 0.1, 0, 0.1
1297, 1319, 3851, 0.413805, 0.3, 0, 0.3, 0, 0.4, 0
1298, 1320, 3851, 0.425412, 0.2, 0, 0.2, 0.3, 0.3, 0
1299, 1321, 3851, 0.419559, 0.3, 0.4, 0, 0, 0.2, 0.1
1300, 1322, 3851, 0.428196, 0, 0.3, 0.3, 0.4, 0, 0
1301, 1323, 3851, 0.421343, 0, 0.6, 0.2, 0.1, 0.1, 0
1302, 1324, 3851, 0.428343, 0.4, 0, 0.1, 0.4, 0.1, 0
1303, 1325, 3851, 0.462002, 0, 0.1, 0.1, 0.6, 0.2, 0
1304, 1326, 3851, 0.406736, 0.1, 0.2, 0.4, 0, 0.3, 0
1305, 1327, 3851, 0.475793, 0, 0.2, 0, 0.4, 0.1, 0.3
1306, 1328, 3851, 0.437265, 0.4, 0, 0, 0.1, 0.5, 0
1307, 1329, 3851, 0.411216, 0.1, 0, 0.5, 0.2, 0.2, 0
1308, 1330, 3851, 0.424317, 0.2, 0.3, 0, 0.4, 0, 0.1
1309, 1331, 3851, 0.442015, 0, 0, 0, 0, 0.9, 0.1
1310, 1332, 3851, 0.427511, 0.5, 0.1, 0, 0, 0.1, 0.3
1311, 1333, 3851, 0.451608, 0, 0.4, 0, 0.2, 0.3, 0.1
1312, 1334, 3851, 0.410491, 0.2, 0.3, 0, 0.5, 0, 0
1313, 1335, 3851, 0.401072, 0.1, 0.3, 0.1, 0, 0, 0.5
1314, 1336, 3851, 0.424502, 0.2, 0, 0.2, 0, 0.1, 0.5
1315, 1337, 3851, 0.388394, 0.3, 0.4, 0.1, 0, 0, 0.2
1316, 1338, 3851, 0.424854, 0, 0, 0.4, 0, 0.4, 0.2
1317, 1339, 3851, 0.423496, 0, 0.3, 0, 0.4, 0.2, 0.1
1318, 1340, 3851, 0.458356, 0.1, 0, 0, 0.1, 0.4, 0.4
1319, 1341, 3851, 0.41185, 0, 0.6, 0.1, 0.2, 0.1, 0
1320, 1342, 3851, 0.396393, 0.3, 0.1, 0.4, 0, 0, 0.2
1321, 1343, 3851, 0.412143, 0.3, 0, 0.3, 0.1, 0, 0.3
1322, 1344, 3851, 0.41743, 0.4, 0, 0.2, 0, 0.4, 0
1323, 1346, 3851, 0.378136, 0.4, 0.3, 0.3, 0, 0, 0
1324, 1347, 3851, 0.423284, 0, 0.8, 0, 0, 0.1, 0.1
1325, 1348, 3851, 0.429713, 0, 0.3, 0.1, 0.5, 0, 0.1
1326, 1349, 3851, 0.436608, 0.1, 0.1, 0, 0, 0.5, 0.3
1327, 1350, 3851, 0.403506, 0, 0.2, 0.5, 0, 0.1, 0.2
1328, 1351, 3851, 0.414735, 0.2, 0, 0.3, 0.5, 0, 0
1329, 1352, 3851, 0.453463, 0, 0.1, 0.1, 0.5, 0, 0.3
1330, 1353, 3851, 0.414993, 0, 0.4, 0.1, 0, 0.5, 0
1331, 1354, 3851, 0.386466, 0.6, 0.1, 0, 0, 0, 0.3
1332, 1355, 3851, 0.44054, 0.1, 0.1, 0, 0, 0.3, 0.5
1333, 1356, 3851, 0.427933, 0, 0, 0.3, 0.6, 0, 0.1
1334, 1357, 3851, 0.403947, 0, 0.7, 0.2, 0, 0.1, 0
1335, 1358, 3851, 0.428588, 0.6, 0.2, 0, 0, 0.1, 0.1
1336, 1359, 3851, 0.451162, 0, 0, 0.3, 0.4, 0, 0.3
1337, 1360, 3851, 0.422907, 0.6, 0, 0, 0, 0, 0.4
1338, 1361, 3851, 0.423354, 0.1, 0, 0.1, 0, 0.6, 0.2
1339, 1362, 3851, 0.407168, 0.1, 0.1, 0.7, 0, 0.1, 0
1340, 1363, 3851, 0.408977, 0, 0, 0.1, 0.2, 0.4, 0.3
1341, 1364, 3851, 0.386621, 0.5, 0.1, 0.2, 0, 0, 0.2
1342, 1365, 3851, 0.403903, 0.6, 0, 0.1, 0, 0, 0.3
1343, 1366, 3851, 0.422435, 0, 0.7, 0, 0, 0.1, 0.2
1344, 1367, 3851, 0.405091, 0.1, 0.1, 0, 0, 0, 0.8
1345, 1368, 3851, 0.419488, 0.2, 0.4, 0, 0.1, 0.3, 0
1346, 1369, 3851, 0.381723, 0.5, 0.2, 0, 0.1, 0.2, 0
1347, 1370, 3851, 0.377956, 0.3, 0.1, 0.3, 0, 0.3, 0
1348, 1371, 3851, 0.4493, 0.1, 0, 0, 0.2, 0.6, 0.1
1349, 1372, 3851, 0.42011, 0, 0, 0.1, 0.4, 0.1, 0.4
1350, 1373, 3851, 0.42868, 0.1, 0, 0.1, 0.3, 0, 0.5
1351, 1374, 3851, 0.439562, 0.1, 0, 0.2, 0.4, 0.3, 0
1352, 1375, 3851, 0.417854, 0.3, 0, 0.4, 0, 0.1, 0.2
1353, 1376, 3851, 0.406697, 0.1, 0.1, 0, 0.1, 0.7, 0
1354, 1377, 3851, 0.408309, 0.4, 0.1, 0, 0, 0.1, 0.4
1355, 1378, 3851, 0.416005, 0.2, 0.1, 0.4, 0, 0, 0.3
1356, 1379, 3851, 0.431004, 0.1, 0, 0.3, 0, 0, 0.6
1357, 1380, 3851, 0.414625, 0.1, 0, 0.5, 0, 0.3, 0.1
1358, 1381, 3851, 0.398325, 0.3, 0.1, 0.4, 0, 0.2, 0
1359, 1382, 3851, 0.36964, 0.3, 0.6, 0, 0, 0, 0.1
1360, 1383, 3851, 0.396503, 0.2, 0.4, 0.3, 0, 0.1, 0
1361, 1384, 3851, 0.392617, 0.1, 0, 0.4, 0.3, 0.2, 0
1362, 1385, 3851, 0.415016, 0, 0.4, 0.3, 0, 0.2, 0.1
1363, 1386, 3851, 0.429883, 0.4, 0, 0, 0.1, 0.2, 0.3
1364, 1387, 3851, 0.397897, 0.1, 0.3, 0.5, 0, 0.1, 0
1365, 1388, 3851, 0.424957, 0, 0.2, 0.1, 0.5, 0, 0.2
1366, 1389, 3851, 0.411441, 0.1, 0.5, 0, 0.3, 0.1, 0
1367, 1390, 3851, 0.403525, 0.1, 0.3, 0.6, 0, 0, 0
