, sample_no, plate_id, Eta.V_ave, Ni.PM.Loading, Fe.PM.Loading, Co.PM.Loading, Mn.PM.Loading, Ce.PM.Loading, La.PM.Loading
1039, 1057, 3496, 0.359077, 0.2, 0, 0.3, 0, 0.4, 0.1
1040, 1058, 3496, 0.420416, 0, 0.2, 0.3, 0, 0.1, 0.4
1041, 1059, 3496, 0.519999, 0, 0.2, 0, 0.7, 0.1, 0
1042, 1060, 3496, 0.40988, 0.3, 0, 0.3, 0, 0, 0.4
1043, 1061, 3496, 0.436168, 0.1, 0, 0.2, 0.2, 0, 0.5
1044, 1062, 3496, 0.403292, 0, 0, 0.1, 0.8, 0.1, 0
1045, 1063, 3496, 0.377821, 0, 0.7, 0.1, 0, 0.1, 0.1
1046, 1064, 3496, 0.395322, 0.1, 0, 0.7, 0, 0.2, 0
1047, 1065, 3496, 0.382048, 0.8, 0, 0.1, 0.1, 0, 0
1048, 1066, 3496, 0.358617, 0.3, 0.4, 0, 0.3, 0, 0
1049, 1067, 3496, 0.387464, 0, 0.1, 0.2, 0.6, 0.1, 0
1050, 1068, 3496, 0.409232, 0.1, 0, 0, 0.5, 0.2, 0.2
1051, 1069, 3496, 0.380312, 0.5, 0, 0.3, 0.1, 0.1, 0
1052, 1070, 3496, 0.416889, 0, 0.1, 0.6, 0.2, 0, 0.1
1053, 1071, 3496, 0.44171, 0.1, 0, 0.3, 0.3, 0, 0.3
1054, 1072, 3496, 0.353286, 0.4, 0.3, 0.2, 0, 0, 0.1
1055, 1073, 3496, 0.395394, 0.3, 0, 0.5, 0, 0.2, 0
1056, 1074, 3496, 0.403463, 0, 0.6, 0.1, 0, 0, 0.3
1057, 1075, 3496, 0.451181, 0.4, 0, 0, 0, 0, 0.6
1058, 1076, 3496, 0.461182, 0, 0.2, 0, 0, 0.7, 0.1
1059, 1077, 3496, 0.365063, 0.5, 0.1, 0.2, 0, 0.2, 0
1060, 1078, 3496, 0.458101, 0, 0, 0.2, 0.1, 0.3, 0.4
1061, 1079, 3496, 0.395814, 0, 0.2, 0.1, 0, 0.4, 0.3
1062, 1080, 3496, 0.418473, 0.1, 0, 0.8, 0.1, 0, 0
1063, 1081, 3496, 0.363134, 0.8, 0.1, 0.1, 0, 0, 0
1064, 1082, 3496, 0.374308, 0.2, 0.3, 0.4, 0, 0.1, 0
1065, 1083, 3496, 0.443492, 0.1, 0, 0, 0, 0.8, 0.1
1066, 1084, 3496, 0.518469, 0, 0, 0, 0, 0.4, 0.6
1067, 1085, 3496, 0.374867, 0.1, 0.4, 0.1, 0, 0.4, 0
1068, 1086, 3496, 0.42008, 0.1, 0, 0.2, 0.5, 0, 0.2
1069, 1087, 3496, 0.396763, 0, 0.3, 0.2, 0.2, 0, 0.3
1070, 1088, 3496, 0.396627, 0.1, 0.4, 0, 0.4, 0.1, 0
1071, 1090, 3496, 0.49456, 0, 0.3, 0.1, 0, 0, 0.6
1072, 1091, 3496, 0.461579, 0.2, 0.1, 0, 0, 0.3, 0.4
1073, 1092, 3496, 0.372811, 0.2, 0.2, 0, 0.5, 0.1, 0
1074, 1093, 3496, 0.503422, 0, 0.2, 0, 0.5, 0.1, 0.2
1075, 1094, 3496, 0.43178, 0, 0, 0.4, 0.1, 0.5, 0
1076, 1095, 3496, 0.416058, 0.5, 0, 0, 0.2, 0.1, 0.2
1077, 1096, 3496, 0.488593, 0.2, 0, 0, 0.2, 0.5, 0.1
1078, 1097, 3496, 0.377342, 0.2, 0.3, 0, 0, 0.5, 0
1079, 1098, 3496, 0.418282, 0, 0.1, 0.5, 0, 0.1, 0.3
1080, 1099, 3496, 0.362064, 0.3, 0.2, 0, 0.3, 0.2, 0
1081, 1100, 3496, 0.377606, 0.6, 0, 0.3, 0.1, 0, 0
1082, 1101, 3496, 0.368827, 0.2, 0.4, 0.1, 0.3, 0, 0
1083, 1102, 3496, 0.400339, 0.4, 0, 0.2, 0.3, 0, 0.1
1084, 1103, 3496, 0.384793, 0.5, 0, 0.4, 0, 0, 0.1
1085, 1104, 3496, 0.384803, 0.2, 0, 0.1, 0.5, 0.2, 0
1086, 1105, 3496, 0.508478, 0, 0.2, 0, 0.6, 0.1, 0.1
1087, 1106, 3496, 0.393669, 0.1, 0.2, 0.1, 0.6, 0, 0
1088, 1107, 3496, 0.40216, 0, 0.2, 0.2, 0.5, 0, 0.1
1089, 1108, 3496, 0.404152, 0.2, 0.2, 0, 0.3, 0, 0.3
1090, 1109, 3496, 0.497359, 0, 0, 0.1, 0.3, 0.3, 0.3
1091, 1110, 3496, 0.492348, 0.3, 0, 0, 0.1, 0.5, 0.1
1092, 1111, 3496, 0.457714, 0, 0.3, 0, 0.2, 0.3, 0.2
1093, 1112, 3496, 0.431623, 0.4, 0, 0.1, 0.4, 0, 0.1
1094, 1113, 3496, 0.654929, 0, 0, 0, 0.6, 0.3, 0.1
1095, 1114, 3496, 0.55353, 0.1, 0, 0, 0.1, 0.8, 0
1096, 1115, 3496, 0.365195, 0.2, 0, 0.2, 0, 0.5, 0.1
1097, 1116, 3496, 0.493102, 0, 0.2, 0, 0.3, 0, 0.5
1098, 1117, 3496, 0.34568, 0.5, 0.4, 0, 0, 0, 0.1
1099, 1118, 3496, 0.467302, 0.1, 0.1, 0, 0, 0.2, 0.6
1100, 1119, 3496, 0.4034, 0, 0.4, 0.4, 0.1, 0.1, 0
1101, 1120, 3496, 0.403121, 0.1, 0.2, 0, 0, 0.4, 0.3
1102, 1121, 3496, 0.422625, 0.3, 0, 0, 0.6, 0, 0.1
1103, 1122, 3496, 0.398754, 0.2, 0.4, 0, 0.1, 0, 0.3
1104, 1123, 3496, 0.445877, 0, 0.1, 0.1, 0.4, 0.4, 0
1105, 1124, 3496, 0.388693, 0.1, 0, 0.1, 0.7, 0.1, 0
1106, 1125, 3496, 0.358547, 0.5, 0.1, 0.3, 0, 0, 0.1
1107, 1126, 3496, 0.468202, 0, 0.3, 0, 0, 0.1, 0.6
1108, 1127, 3496, 0.410362, 0, 0.2, 0.1, 0.6, 0, 0.1
1109, 1128, 3496, 0.404564, 0.1, 0.3, 0, 0.5, 0.1, 0
1110, 1129, 3496, 0.366551, 0.5, 0.1, 0, 0.2, 0, 0.2
1111, 1130, 3496, 0.404324, 0.4, 0, 0, 0.4, 0.2, 0
1112, 1131, 3496, 0.404935, 0, 0.6, 0, 0.1, 0.1, 0.2
1113, 1132, 3496, 0.423135, 0, 0, 0.2, 0.1, 0.4, 0.3
1114, 1133, 3496, 0.374933, 0, 0.1, 0.5, 0, 0.2, 0.2
1115, 1134, 3496, 0.482508, 0, 0.4, 0, 0.5, 0, 0.1
1116, 1135, 3496, 0.405924, 0.3, 0.2, 0, 0.1, 0, 0.4
1117, 1136, 3496, 0.396321, 0.3, 0, 0.3, 0.1, 0.3, 0
1118, 1137, 3496, 0.423901, 0, 0, 0.5, 0.5, 0, 0
1119, 1138, 3496, 0.394376, 0, 0.4, 0.2, 0, 0.4, 0
1120, 1139, 3496, 0.401116, 0.2, 0.5, 0, 0, 0, 0.3
1121, 1140, 3496, 0.403016, 0, 0.1, 0.7, 0.1, 0, 0.1
1122, 1141, 3496, 0.437562, 0, 0.5, 0, 0.3, 0, 0.2
1123, 1142, 3496, 0.446458, 0.2, 0.1, 0.1, 0, 0, 0.6
1124, 1143, 3496, 0.399723, 0.1, 0.7, 0, 0, 0, 0.2
1125, 1144, 3496, 0.406779, 0.3, 0.3, 0, 0, 0, 0.4
1126, 1145, 3496, 0.741081, 0, 0, 0, 0.3, 0.2, 0.5
1127, 1146, 3496, 0.395247, 0, 0.5, 0.3, 0, 0.2, 0
1128, 1147, 3496, 0.371066, 0.3, 0.2, 0, 0, 0.2, 0.3
1129, 1148, 3496, 0.413912, 0.3, 0.1, 0, 0.3, 0, 0.3
1130, 1149, 3496, 0.443006, 0, 0.6, 0, 0.3, 0, 0.1
1131, 1150, 3496, 0.39822, 0.1, 0.1, 0, 0.8, 0, 0
1132, 1151, 3496, 0.361864, 0.2, 0.3, 0.2, 0.3, 0, 0
1133, 1152, 3496, 0.3901, 0.1, 0.5, 0.1, 0.3, 0, 0
1134, 1154, 3496, 0.531813, 0, 0.1, 0, 0.3, 0.6, 0
1135, 1155, 3496, 0.487546, 0, 0.3, 0, 0.1, 0.1, 0.5
1136, 1156, 3496, 0.390981, 0.2, 0, 0.5, 0.1, 0.2, 0
1137, 1157, 3496, 0.497316, 0.2, 0, 0, 0.3, 0.1, 0.4
1138, 1158, 3496, 0.484274, 0.3, 0, 0, 0, 0, 0.7
1139, 1159, 3496, 0.416274, 0.3, 0, 0.1, 0.5, 0.1, 0
1140, 1160, 3496, 0.357122, 0.2, 0.4, 0, 0, 0.4, 0
1141, 1161, 3496, 0.37171, 0.2, 0.1, 0.4, 0.3, 0, 0
1142, 1162, 3496, 0.378939, 0.1, 0.5, 0, 0, 0.3, 0.1
1143, 1163, 3496, 0.42209, 0.3, 0, 0, 0, 0.5, 0.2
1144, 1164, 3496, 0.386923, 0, 0.5, 0.4, 0, 0, 0.1
1145, 1165, 3496, 0.451166, 0.3, 0, 0, 0, 0.4, 0.3
1146, 1166, 3496, 0.390897, 0.1, 0, 0, 0.7, 0.2, 0
1147, 1167, 3496, 0.388661, 0.6, 0, 0.3, 0, 0, 0.1
1148, 1168, 3496, 0.411174, 0.2, 0, 0.1, 0.3, 0.4, 0
1149, 1169, 3496, 0.427581, 0, 0, 0.4, 0.3, 0.3, 0
1150, 1170, 3496, 0.398456, 0, 0.3, 0.3, 0.3, 0, 0.1
1151, 1171, 3496, 0.36628, 0.3, 0.3, 0, 0.4, 0, 0
1152, 1172, 3496, 0.402401, 0.1, 0, 0.2, 0.6, 0.1, 0
1153, 1173, 3496, 0.417336, 0, 0.1, 0.4, 0.1, 0.4, 0
1154, 1174, 3496, 0.416197, 0.4, 0, 0, 0.3, 0.3, 0
1155, 1175, 3496, 0.4277, 0.1, 0.8, 0, 0.1, 0, 0
1156, 1176, 3496, 0.416959, 0.2, 0, 0.1, 0.4, 0.3, 0
1157, 1177, 3496, 0.433936, 0.4, 0, 0, 0, 0.1, 0.5
1158, 1178, 3496, 0.364121, 0.6, 0.1, 0, 0.1, 0, 0.2
1159, 1179, 3496, 0.360887, 0.4, 0.4, 0.1, 0, 0.1, 0
1160, 1180, 3496, 0.384792, 0.3, 0.2, 0, 0, 0.5, 0
1161, 1181, 3496, 0.425802, 0.2, 0, 0.1, 0.2, 0.5, 0
1162, 1182, 3496, 0.383401, 0.6, 0, 0, 0, 0.4, 0
1163, 1183, 3496, 0.421999, 0, 0.5, 0.4, 0.1, 0, 0
1164, 1184, 3496, 0.433296, 0.1, 0, 0, 0.9, 0, 0
1165, 1185, 3496, 0.42088, 0.2, 0.2, 0.1, 0, 0, 0.5
1166, 1186, 3496, 0.455822, 0, 0, 0.3, 0.3, 0.2, 0.2
1167, 1187, 3496, 0.508669, 0, 0, 0.1, 0.1, 0.3, 0.5
1168, 1188, 3496, 0.383678, 0, 0, 0.6, 0, 0.4, 0
1169, 1189, 3496, 0.434313, 0, 0.3, 0.1, 0.5, 0.1, 0
1170, 1190, 3496, 0.368984, 0.4, 0, 0.2, 0, 0.3, 0.1
1171, 1191, 3496, 0.391375, 0.1, 0.1, 0.4, 0.4, 0, 0
1172, 1192, 3496, 0.526784, 0, 0.1, 0, 0.2, 0.4, 0.3
1173, 1193, 3496, 0.430147, 0.3, 0.1, 0, 0, 0.2, 0.4
1174, 1194, 3496, 0.452003, 0, 0.1, 0.3, 0, 0, 0.6
1175, 1195, 3496, 0.376702, 0.2, 0.4, 0.3, 0.1, 0, 0
1176, 1196, 3496, 0.393469, 0, 0.5, 0.2, 0.1, 0, 0.2
1177, 1197, 3496, 0.436999, 0, 0, 0.5, 0, 0.1, 0.4
1178, 1198, 3496, 0.439671, 0.2, 0, 0.3, 0, 0, 0.5
1179, 1199, 3496, 0.420796, 0.1, 0.2, 0.3, 0, 0, 0.4
1180, 1200, 3496, 0.58783, 0, 0, 0, 0.3, 0.6, 0.1
1181, 1201, 3496, 0.3907, 0.1, 0.1, 0.7, 0.1, 0, 0
1182, 1202, 3496, 0.426857, 0.1, 0, 0, 0.5, 0.1, 0.3
1183, 1203, 3496, 0.442889, 0.2, 0.1, 0, 0.3, 0, 0.4
1184, 1204, 3496, 0.483811, 0, 0, 0.1, 0.1, 0.6, 0.2
1185, 1205, 3496, 0.422469, 0.1, 0.6, 0, 0.3, 0, 0
1186, 1206, 3496, 0.452709, 0.1, 0, 0.3, 0, 0.1, 0.5
1187, 1207, 3496, 0.619863, 0, 0, 0, 0.5, 0.1, 0.4
1188, 1208, 3496, 0.441892, 0, 0.5, 0, 0.3, 0.1, 0.1
1189, 1209, 3496, 0.425043, 0.3, 0, 0, 0.3, 0.2, 0.2
1190, 1210, 3496, 0.665678, 0, 0, 0, 0.1, 0.8, 0.1
1191, 1211, 3496, 0.408183, 0.2, 0, 0.5, 0.2, 0.1, 0
1192, 1212, 3496, 0.479264, 0, 0, 0.1, 0.1, 0.5, 0.3
1193, 1213, 3496, 0.399339, 0.1, 0.4, 0.3, 0, 0, 0.2
1194, 1214, 3496, 0.405955, 0.2, 0.1, 0.5, 0, 0, 0.2
1195, 1215, 3496, 0.389913, 0.1, 0.1, 0.5, 0, 0.3, 0
1196, 1216, 3496, 0.381763, 0.1, 0.3, 0.3, 0.3, 0, 0
1197, 1218, 3496, 0.385666, 0.3, 0.2, 0.3, 0, 0, 0.2
1198, 1219, 3496, 0.389908, 0.1, 0.3, 0, 0, 0.4, 0.2
1199, 1220, 3496, 0.430354, 0, 0, 0.4, 0, 0.1, 0.5
1200, 1221, 3496, 0.412382, 0.4, 0.2, 0, 0, 0, 0.4
1201, 1222, 3496, 0.445285, 0, 0, 0.2, 0.4, 0.4, 0
1202, 1223, 3496, 0.521815, 0, 0.2, 0, 0.1, 0.7, 0
1203, 1224, 3496, 0.382226, 0.9, 0, 0, 0, 0.1, 0
1204, 1225, 3496, 0.424036, 0, 0, 0.2, 0.5, 0.2, 0.1
1205, 1226, 3496, 0.624841, 0, 0, 0, 0.4, 0.3, 0.3
1206, 1227, 3496, 0.410087, 0.2, 0, 0.1, 0, 0.6, 0.1
1207, 1228, 3496, 0.478783, 0.1, 0, 0, 0.3, 0.5, 0.1
1208, 1229, 3496, 0.489452, 0, 0.1, 0.2, 0.2, 0, 0.5
1209, 1230, 3496, 0.5877, 0, 0, 0, 0.9, 0, 0.1
1210, 1231, 3496, 0.620499, 0, 0, 0, 0.7, 0.2, 0.1
1211, 1232, 3496, 0.375095, 0.2, 0.4, 0.3, 0, 0, 0.1
1212, 1233, 3496, 0.422373, 0.1, 0.7, 0.2, 0, 0, 0
1213, 1234, 3496, 0.374162, 0, 0.3, 0.4, 0, 0.1, 0.2
1214, 1235, 3496, 0.344145, 0.5, 0.3, 0, 0, 0.2, 0
1215, 1236, 3496, 0.375136, 0, 0.1, 0.2, 0, 0.5, 0.2
1216, 1237, 3496, 0.373678, 0.3, 0.2, 0, 0.5, 0, 0
1217, 1238, 3496, 0.396173, 0.3, 0, 0.2, 0.2, 0.3, 0
1218, 1239, 3496, 0.402873, 0.2, 0.4, 0.1, 0, 0, 0.3
1219, 1240, 3496, 0.433652, 0, 0, 0.7, 0, 0, 0.3
1220, 1241, 3496, 0.374908, 0.1, 0, 0.2, 0, 0.5, 0.2
1221, 1242, 3496, 0.403807, 0.3, 0, 0.1, 0.4, 0.2, 0
1222, 1243, 3496, 0.391309, 0.2, 0.3, 0, 0.2, 0, 0.3
1223, 1244, 3496, 0.392471, 0.3, 0, 0.5, 0.2, 0, 0
1224, 1245, 3496, 0.37093, 0.2, 0.3, 0.2, 0, 0.3, 0
1225, 1246, 3496, 0.388637, 0.1, 0.2, 0.1, 0, 0.6, 0
1226, 1247, 3496, 0.440994, 0.1, 0.1, 0.4, 0, 0, 0.4
1227, 1248, 3496, 0.488221, 0.1, 0.1, 0, 0.2, 0, 0.6
1228, 1249, 3496, 0.380331, 0.3, 0.5, 0, 0, 0, 0.2
1229, 1250, 3496, 0.415298, 0.4, 0, 0.1, 0.2, 0, 0.3
1230, 1251, 3496, 0.380263, 0.5, 0.1, 0, 0.2, 0.2, 0
1231, 1252, 3496, 0.364206, 0, 0.1, 0.3, 0, 0.5, 0.1
1232, 1253, 3496, 0.546883, 0, 0.1, 0, 0.7, 0.2, 0
1233, 1254, 3496, 0.418611, 0.1, 0, 0.1, 0.8, 0, 0
1234, 1255, 3496, 0.402706, 0.1, 0.3, 0.4, 0, 0, 0.2
1235, 1256, 3496, 0.370885, 0, 0.2, 0.2, 0, 0.5, 0.1
1236, 1257, 3496, 0.382642, 0.1, 0.2, 0.6, 0, 0.1, 0
1237, 1258, 3496, 0.39375, 0.4, 0, 0.3, 0.2, 0, 0.1
1238, 1259, 3496, 0.449376, 0.2, 0, 0, 0, 0.7, 0.1
1239, 1260, 3496, 0.41948, 0, 0, 0.4, 0.2, 0.1, 0.3
1240, 1261, 3496, 0.427993, 0.1, 0, 0, 0.5, 0.3, 0.1
1241, 1262, 3496, 0.389071, 0.3, 0, 0.5, 0, 0.1, 0.1
1242, 1263, 3496, 0.437865, 0.2, 0, 0.3, 0.3, 0, 0.2
1243, 1264, 3496, 0.397275, 0, 0.3, 0.3, 0, 0.1, 0.3
1244, 1265, 3496, 0.388589, 0.1, 0.2, 0.3, 0.4, 0, 0
1245, 1266, 3496, 0.452259, 0, 0.1, 0.2, 0.4, 0, 0.3
1246, 1267, 3496, 0.375926, 0.5, 0, 0.1, 0, 0.3, 0.1
1247, 1268, 3496, 0.450982, 0, 0.1, 0.4, 0.1, 0, 0.4
1248, 1269, 3496, 0.382189, 0.2, 0.2, 0, 0.5, 0, 0.1
1249, 1270, 3496, 0.418933, 0.1, 0, 0.3, 0, 0.2, 0.4
1250, 1271, 3496, 0.451779, 0, 0.3, 0, 0, 0.4, 0.3
1251, 1272, 3496, 0.436335, 0, 0.7, 0.1, 0.2, 0, 0
1252, 1273, 3496, 0.444881, 0.2, 0, 0.4, 0.1, 0, 0.3
1253, 1274, 3496, 0.479874, 0, 0, 0.1, 0.2, 0.5, 0.2
1254, 1275, 3496, 0.376279, 0.1, 0.6, 0.1, 0, 0.2, 0
1255, 1276, 3496, 0.426356, 0, 0.4, 0, 0, 0.3, 0.3
1256, 1277, 3496, 0.350896, 0.4, 0.2, 0, 0.3, 0, 0.1
1257, 1278, 3496, 0.367694, 0.1, 0, 0.3, 0, 0.6, 0
1258, 1279, 3496, 0.359703, 0.5, 0.1, 0.2, 0.2, 0, 0
1259, 1280, 3496, 0.429817, 0.2, 0, 0.1, 0.5, 0, 0.2
1260, 1282, 3496, 0.404033, 0.4, 0, 0.3, 0.1, 0, 0.2
1261, 1283, 3496, 0.385698, 0.7, 0, 0.1, 0.1, 0, 0.1
1262, 1284, 3496, 0.394085, 0.2, 0, 0.2, 0.1, 0.5, 0
1263, 1285, 3496, 0.389477, 0, 0.4, 0.3, 0.2, 0.1, 0
1264, 1286, 3496, 0.408072, 0.5, 0, 0, 0.1, 0.2, 0.2
1265, 1287, 3496, 0.420416, 0, 0.5, 0.1, 0, 0, 0.4
1266, 1288, 3496, 0.381177, 0.3, 0.1, 0, 0, 0.4, 0.2
1267, 1289, 3496, 0.384579, 0.1, 0.2, 0, 0.6, 0, 0.1
1268, 1290, 3496, 0.390359, 0.3, 0, 0.3, 0.2, 0.2, 0
1269, 1291, 3496, 0.479027, 0.1, 0, 0, 0.1, 0.5, 0.3
1270, 1292, 3496, 0.38415, 0.1, 0.5, 0.3, 0, 0, 0.1
1271, 1293, 3496, 0.433757, 0, 0.5, 0, 0, 0.1, 0.4
1272, 1294, 3496, 0.39185, 0.2, 0, 0, 0.7, 0.1, 0
1273, 1295, 3496, 0.467638, 0, 0.4, 0, 0, 0, 0.6
1274, 1296, 3496, 0.392098, 0.1, 0, 0.3, 0.4, 0.2, 0
1275, 1297, 3496, 0.497342, 0, 0.4, 0, 0.6, 0, 0
1276, 1298, 3496, 0.420884, 0, 0.4, 0.1, 0.4, 0, 0.1
1277, 1299, 3496, 0.399831, 0.3, 0.2, 0.1, 0, 0, 0.4
1278, 1300, 3496, 0.386511, 0.2, 0, 0.4, 0.1, 0.3, 0
1279, 1301, 3496, 0.374243, 0, 0.2, 0.2, 0, 0.3, 0.3
1280, 1302, 3496, 0.398301, 0, 0.2, 0.1, 0, 0.5, 0.2
1281, 1303, 3496, 0.397872, 0.3, 0.1, 0, 0, 0.5, 0.1
1282, 1304, 3496, 0.424775, 0.2, 0.2, 0, 0.1, 0, 0.5
1283, 1305, 3496, 0.358475, 0.3, 0.5, 0, 0.2, 0, 0
1284, 1306, 3496, 0.352946, 0.4, 0.3, 0.1, 0.2, 0, 0
1285, 1307, 3496, 0.418607, 0.4, 0, 0, 0.3, 0, 0.3
1286, 1308, 3496, 0.38797, 0.1, 0.4, 0.3, 0.2, 0, 0
1287, 1309, 3496, 0.403527, 0.7, 0, 0, 0, 0.1, 0.2
1288, 1310, 3496, 0.397255, 0, 0, 0.4, 0.1, 0.4, 0.1
1289, 1311, 3496, 0.42655, 0.2, 0.1, 0, 0.2, 0.5, 0
1290, 1312, 3496, 0.346831, 0.4, 0.4, 0, 0.1, 0, 0.1
1291, 1313, 3496, 0.434719, 0.1, 0.4, 0, 0, 0, 0.5
1292, 1314, 3496, 0.421212, 0.4, 0, 0.1, 0, 0.2, 0.3
1293, 1315, 3496, 0.60077, 0.1, 0, 0, 0.1, 0.1, 0.7
1294, 1316, 3496, 0.509272, 0.1, 0, 0, 0, 0.9, 0
1295, 1317, 3496, 0.481876, 0, 0, 0.3, 0.2, 0, 0.5
1296, 1318, 3496, 0.388592, 0, 0.2, 0.6, 0.1, 0, 0.1
1297, 1319, 3496, 0.375728, 0.3, 0, 0.3, 0, 0.4, 0
1298, 1320, 3496, 0.414246, 0.2, 0, 0.2, 0.3, 0.3, 0
1299, 1321, 3496, 0.344499, 0.3, 0.4, 0, 0, 0.2, 0.1
1300, 1322, 3496, 0.413816, 0, 0.3, 0.3, 0.4, 0, 0
1301, 1323, 3496, 0.385354, 0, 0.6, 0.2, 0.1, 0.1, 0
1302, 1324, 3496, 0.402758, 0.4, 0, 0.1, 0.4, 0.1, 0
1303, 1325, 3496, 0.395652, 0, 0.1, 0.1, 0.6, 0.2, 0
1304, 1326, 3496, 0.396308, 0.1, 0.2, 0.4, 0, 0.3, 0
1305, 1327, 3496, 0.499372, 0, 0.2, 0, 0.4, 0.1, 0.3
1306, 1328, 3496, 0.448097, 0.4, 0, 0, 0.1, 0.5, 0
1307, 1329, 3496, 0.430526, 0.1, 0, 0.5, 0.2, 0.2, 0
1308, 1330, 3496, 0.3799, 0.2, 0.3, 0, 0.4, 0, 0.1
1309, 1331, 3496, 0.614038, 0, 0, 0, 0, 0.9, 0.1
1310, 1332, 3496, 0.398032, 0.5, 0.1, 0, 0, 0.1, 0.3
1311, 1333, 3496, 0.458302, 0, 0.4, 0, 0.2, 0.3, 0.1
1312, 1334, 3496, 0.385416, 0.2, 0.3, 0, 0.5, 0, 0
1313, 1335, 3496, 0.429711, 0.1, 0.3, 0.1, 0, 0, 0.5
1314, 1336, 3496, 0.447986, 0.2, 0, 0.2, 0, 0.1, 0.5
1315, 1337, 3496, 0.378875, 0.3, 0.4, 0.1, 0, 0, 0.2
1316, 1338, 3496, 0.362851, 0, 0, 0.4, 0, 0.4, 0.2
1317, 1339, 3496, 0.466455, 0, 0.3, 0, 0.4, 0.2, 0.1
1318, 1340, 3496, 0.592636, 0.1, 0, 0, 0.1, 0.4, 0.4
1319, 1341, 3496, 0.404645, 0, 0.6, 0.1, 0.2, 0.1, 0
1320, 1342, 3496, 0.403991, 0.3, 0.1, 0.4, 0, 0, 0.2
1321, 1343, 3496, 0.459653, 0.3, 0, 0.3, 0.1, 0, 0.3
1322, 1344, 3496, 0.377133, 0.4, 0, 0.2, 0, 0.4, 0
1323, 1346, 3496, 0.37419, 0.4, 0.3, 0.3, 0, 0, 0
1324, 1347, 3496, 0.400555, 0, 0.8, 0, 0, 0.1, 0.1
1325, 1348, 3496, 0.43966, 0, 0.3, 0.1, 0.5, 0, 0.1
1326, 1349, 3496, 0.440777, 0.1, 0.1, 0, 0, 0.5, 0.3
1327, 1350, 3496, 0.388468, 0, 0.2, 0.5, 0, 0.1, 0.2
1328, 1351, 3496, 0.421885, 0.2, 0, 0.3, 0.5, 0, 0
1329, 1352, 3496, 0.417785, 0, 0.1, 0.1, 0.5, 0, 0.3
1330, 1353, 3496, 0.407264, 0, 0.4, 0.1, 0, 0.5, 0
1331, 1354, 3496, 0.383073, 0.6, 0.1, 0, 0, 0, 0.3
1332, 1355, 3496, 0.488797, 0.1, 0.1, 0, 0, 0.3, 0.5
1333, 1356, 3496, 0.414683, 0, 0, 0.3, 0.6, 0, 0.1
1334, 1357, 3496, 0.379313, 0, 0.7, 0.2, 0, 0.1, 0
1335, 1358, 3496, 0.353114, 0.6, 0.2, 0, 0, 0.1, 0.1
1336, 1359, 3496, 0.459307, 0, 0, 0.3, 0.4, 0, 0.3
1337, 1360, 3496, 0.404415, 0.6, 0, 0, 0, 0, 0.4
1338, 1361, 3496, 0.430222, 0.1, 0, 0.1, 0, 0.6, 0.2
1339, 1362, 3496, 0.3895, 0.1, 0.1, 0.7, 0, 0.1, 0
1340, 1363, 3496, 0.512986, 0, 0, 0.1, 0.2, 0.4, 0.3
1341, 1364, 3496, 0.376197, 0.5, 0.1, 0.2, 0, 0, 0.2
1342, 1365, 3496, 0.382819, 0.6, 0, 0.1, 0, 0, 0.3
1343, 1366, 3496, 0.400886, 0, 0.7, 0, 0, 0.1, 0.2
1344, 1367, 3496, 0.476571, 0.1, 0.1, 0, 0, 0, 0.8
1345, 1368, 3496, 0.371369, 0.2, 0.4, 0, 0.1, 0.3, 0
1346, 1369, 3496, 0.356165, 0.5, 0.2, 0, 0.1, 0.2, 0
1347, 1370, 3496, 0.374771, 0.3, 0.1, 0.3, 0, 0.3, 0
1348, 1371, 3496, 0.502114, 0.1, 0, 0, 0.2, 0.6, 0.1
1349, 1372, 3496, 0.503778, 0, 0, 0.1, 0.4, 0.1, 0.4
1350, 1373, 3496, 0.494326, 0.1, 0, 0.1, 0.3, 0, 0.5
1351, 1374, 3496, 0.439172, 0.1, 0, 0.2, 0.4, 0.3, 0
1352, 1375, 3496, 0.397297, 0.3, 0, 0.4, 0, 0.1, 0.2
1353, 1376, 3496, 0.467081, 0.1, 0.1, 0, 0.1, 0.7, 0
1354, 1377, 3496, 0.427137, 0.4, 0.1, 0, 0, 0.1, 0.4
1355, 1378, 3496, 0.428259, 0.2, 0.1, 0.4, 0, 0, 0.3
1356, 1379, 3496, 0.457367, 0.1, 0, 0.3, 0, 0, 0.6
1357, 1380, 3496, 0.375907, 0.1, 0, 0.5, 0, 0.3, 0.1
1358, 1381, 3496, 0.369129, 0.3, 0.1, 0.4, 0, 0.2, 0
1359, 1382, 3496, 0.368403, 0.3, 0.6, 0, 0, 0, 0.1
1360, 1383, 3496, 0.377692, 0.2, 0.4, 0.3, 0, 0.1, 0
1361, 1384, 3496, 0.42916, 0.1, 0, 0.4, 0.3, 0.2, 0
1362, 1385, 3496, 0.368697, 0, 0.4, 0.3, 0, 0.2, 0.1
1363, 1386, 3496, 0.459201, 0.4, 0, 0, 0.1, 0.2, 0.3
1364, 1387, 3496, 0.384725, 0.1, 0.3, 0.5, 0, 0.1, 0
1365, 1388, 3496, 0.452347, 0, 0.2, 0.1, 0.5, 0, 0.2
1366, 1389, 3496, 0.402324, 0.1, 0.5, 0, 0.3, 0.1, 0
1367, 1390, 3496, 0.393247, 0.1, 0.3, 0.6, 0, 0, 0
